order_id,order_date,customer_id,product_id,region,sales_amount,quantity,discount
2128,,C1331,P375,NORTH,-530.26,5,0.1
2129,,C1976,P471,SOUTH,536.78,5,0.05
2130,,C2104,P470,SOUTH,848.34,4,0.2
2131,2023-12-27,C1006,P391,East,608.65,5,0.0
2132,2022-08-11,C1539,P290,WEST,683.33,1,0.2
2133,2022-07-01,C1171,P308,North,218.59,4,0.2
2134,2024-01-23,C1289,P311,Wst,99999.0,3,0.1
2135,2022-09-24,C2132,P266,East,888.54,4,0.1
2136,2022-12-15,C1183,P208,south,452.27,2,0.0
2137,2023-07-19,C1521,P457,East,925.89,2,0.1
2138,2022-07-24,C1010,P224,EAST,856.53,5,0.0
2139,2022-06-14,C2040,P343,North,564.43,3,0.0
2140,2023-10-14,C1749,P395,North,381.19,3,0.2
2141,2024-03-16,C1416,P449,North,73.59,3,0.15
2142,2023-01-26,C1257,P342,west,895.85,3,0.05
2143,2023-02-07,C1544,P443,north,113.92,4,0.15
2144,2023-07-03,C2151,P424,NORTH,391.08,4,0.1
2145,2023-07-18,C1924,P276,east,608.92,2,0.05
2146,2022-08-15,C2005,P259,West,391.35,1,0.0
2147,2022-06-13,C1762,P363,north,729.34,5,0.05
2148,2023-12-25,C1945,P315,south,716.89,5,0.05
2149,2023-10-05,C1750,P445,east,455.35,2,0.05
2150,2023-02-12,C1490,P260,SOUTH,518.96,3,1.5
2151,2023-10-16,C1830,P343,East,207.69,4,0.1
2152,2022-01-29,C1160,P497,East,275.85,4,1.5
2153,2022-06-18,C1460,P322,Wst,920.72,2,0.15
2154,2024-05-01,C1673,P444,SOUTH,-737.15,4,0.15
2155,2022-12-05,C1931,P471,East,897.85,4,0.1
2156,2022-05-07,C1974,P228,North,57.15,5,0.05
2157,2022-03-08,C1803,P223,Wst,525.13,4,0.1
2158,2022-10-18,C1397,P331,East,542.79,3,0.15
2159,2022-03-12,C1276,P421,north,919.74,5,0.15
2160,2022-05-03,C1078,P492,WEST,99999.0,2,0.1
2161,2024-03-24,C1533,P384,South,178.54,1,0.05
2162,2023-07-21,C1031,P400,West,505.11,4,0.05
2163,2024-01-02,C2167,P275,North,886.01,2,0.05
2164,2023-03-25,C1140,P365,Wst,656.09,5,0.0
2165,2022-02-09,C1083,P400,east,720.02,3,0.05
2166,2024-04-20,C1771,P404,Wst,952.44,1,0.2
2167,2024-04-22,C2136,P271,East,122.66,3,0.2
2168,2023-04-18,C1601,P320,NORTH,210.52,5,0.1
2169,2022-10-15,C1511,P415,EAST,896.71,1,0.05
2170,2023-11-28,C1589,P482,Wst,563.65,1,0.2
2171,2024-01-19,C1091,P416,South,105.32,1,0.15
2172,,,P306,SOUTH,903.19,3,0.0
2173,2024-03-29,C1273,P463,North,329.71,4,0.0
2174,2022-10-20,C1383,P254,NORTH,462.58,4,0.0
2175,2023-06-11,C1165,P271,NORTH,242.03,5,0.2
2176,2022-09-11,C1660,P323,north,166.52,1,0.15
2177,2023-08-08,C1929,P319,east,714.23,3,0.0
2178,2022-04-15,C1336,P292,SOUTH,454.34,3,0.15
2179,2022-07-06,C1579,P363,north,349.99,4,0.05
2180,2023-03-26,C1915,P282,NORTH,209.55,2,0.2
2181,2022-06-22,C1632,P481,East,266.26,5,0.05
2182,2023-04-08,C1466,P345,east,909.82,5,0.15
2183,2023-08-04,C1072,P268,East,786.06,3,0.05
2184,2022-11-09,C1394,P299,East,465.48,1,0.05
2185,2023-07-22,C1462,P480,NORTH,-366.93,4,0.2
2186,2022-03-30,,P314,NORTH,852.52,5,0.05
2187,2023-03-19,C2027,P313,East,672.87,5,0.05
2188,2024-06-15,C1843,P250,North,356.54,1,0.15
2189,2023-02-12,C2135,P361,SOUTH,850.62,2,0.1
2190,2023-07-03,C2080,P392,NORTH,243.89,5,0.05
2191,2022-03-18,C1425,P415,NORTH,544.46,3,0.2
2192,2022-01-19,,P441,East,272.54,3,0.1
2193,2023-12-27,C1850,P245,Wst,111.87,4,0.05
2194,2024-01-03,C1176,P371,North,215.73,1,0.0
2195,2023-06-20,C1324,P264,east,752.38,4,0.05
2196,2022-12-19,C1119,P241,NORTH,198.08,5,0.15
2197,2022-07-05,C2000,P278,West,942.37,3,0.2
2198,2023-02-26,C1038,P485,WEST,820.58,4,0.15
2199,2023-12-28,C1687,P306,West,752.99,1,0.1
2200,2024-01-30,C1193,P303,NORTH,495.7,5,0.2
2201,2022-04-13,C2067,P371,NORTH,274.12,5,0.0
2202,2022-10-13,C1325,P225,EAST,344.09,5,1.5
2203,2022-08-03,C1402,P219,South,204.01,3,0.0
2204,2022-04-02,C1168,P484,south,559.62,3,0.2
2205,2023-11-10,C1848,P280,NORTH,854.29,5,0.0
2206,2022-01-09,C1337,P454,west,160.29,1,1.5
2207,2022-02-15,C1603,P406,NORTH,377.59,3,0.05
2208,2022-10-31,C1781,P257,South,302.64,4,0.0
2209,2024-03-11,C1205,P404,east,768.37,2,0.05
2210,2024-01-26,C1141,P436,SOUTH,57.95,4,0.1
2211,2022-04-21,C1908,P479,west,415.57,4,0.0
2212,2022-06-23,C1059,P332,south,539.78,4,0.15
2213,2022-01-18,C1171,P352,west,516.85,4,0.2
2214,2023-11-13,C1949,P276,EAST,864.37,4,0.0
2215,2024-01-07,C1228,P405,North,566.65,3,0.15
2216,2023-03-12,C1625,P256,WEST,298.71,1,0.05
2217,2022-08-24,C2150,P480,EAST,370.85,4,0.05
2218,2023-02-27,C1441,P465,South,824.23,5,0.0
2219,2023-10-06,C1075,P395,South,364.64,3,0.05
2220,2022-01-19,C1167,P429,WEST,223.77,3,0.05
2221,2022-08-21,C1877,P236,NORTH,78.43,5,0.05
2222,,C2088,P475,EAST,294.5,4,0.2
2223,2023-05-17,C1379,P357,NORTH,758.86,5,0.2
2224,2024-05-23,C1366,P289,East,882.85,3,0.05
2225,2024-03-24,C1334,P411,west,395.83,4,0.1
2226,2024-05-17,C1584,P346,south,152.02,2,0.15
2227,2022-12-08,C1549,P300,East,102.39,1,0.2
2228,2022-03-22,C1718,P213,NORTH,726.75,1,0.15
2229,2022-04-04,C1360,P237,WEST,462.13,4,0.0
2230,2023-10-25,C1150,P372,west,695.07,5,0.2
2231,2022-09-20,C2015,P314,EAST,340.19,4,0.0
2232,2022-09-05,C1492,P408,North,951.1,5,0.0
2233,2022-10-03,C1755,P395,North,523.74,1,0.2
2234,2024-03-20,C1891,P424,east,787.11,1,0.0
2235,2022-01-22,C1814,P379,west,495.44,3,0.1
2236,2022-12-09,C1616,P238,South,215.9,2,0.05
2237,2023-09-15,C1046,P491,WEST,719.68,2,0.2
2238,2024-03-06,C1913,P439,EAST,879.49,2,0.1
2239,2023-05-30,C1557,P445,South,503.72,1,0.15
2240,2022-01-12,C1045,P269,EAST,969.41,3,0.15
2241,2024-05-20,C1711,P333,NORTH,327.58,4,0.2
2242,2023-12-23,C1994,P283,South,67.92,2,1.5
2243,2022-04-21,,P450,NORTH,637.06,3,0.2
2244,2023-01-27,C1607,P326,north,446.5,5,0.05
2245,2023-09-19,C1063,P465,South,69.72,3,0.2
2246,2022-11-07,C1984,P223,WEST,420.19,4,0.2
2247,2022-10-07,C1340,P309,north,854.29,3,0.05
2248,2024-05-06,C1492,P238,west,685.09,2,0.15
2249,2023-12-06,C2165,P254,EAST,148.74,2,0.2
2250,,C2133,P470,WEST,718.17,2,0.15
2251,2023-04-09,C1450,P403,South,592.52,5,0.2
2252,2024-02-13,C1429,P403,EAST,96.45,3,0.0
2253,2023-03-24,C1464,P384,west,822.11,4,0.1
2254,2023-04-06,C1730,P411,West,649.76,5,0.1
2255,2024-04-19,C1354,P329,East,884.16,5,0.15
2256,2023-08-20,C1710,P306,East,837.94,2,0.1
2257,2022-05-27,C1105,P339,east,321.4,3,0.15
2258,2035-01-01,,P355,East,146.23,2,0.15
2259,2022-10-29,C2004,P271,West,906.19,1,0.15
2260,2023-11-06,C1646,P490,East,198.44,3,0.05
2261,2023-11-29,C2016,P288,East,938.81,1,0.1
2262,2023-12-02,C1437,P280,Wst,847.51,5,0.15
2263,2022-11-29,C1757,P216,south,344.35,5,0.05
2264,2024-01-02,C1402,P232,North,326.62,1,0.15
2265,2023-06-28,C1938,P450,north,424.52,4,0.2
2266,2023-11-26,C1573,P316,east,730.2,1,0.05
2267,2023-04-29,C2014,P429,North,891.42,2,0.1
2268,2022-02-11,C1327,P470,north,377.63,5,0.15
2269,2023-09-30,C2011,P371,north,255.07,5,0.05
2270,2022-05-14,C1092,P367,South,676.36,1,0.0
2271,2024-03-12,,P355,NORTH,946.35,4,0.1
2272,2024-02-17,C1099,P484,north,674.19,5,0.2
2273,2022-11-13,C1374,P312,Wst,953.92,1,0.0
2274,2022-12-10,C1432,P296,north,460.45,4,0.1
2275,2023-03-25,C1165,P378,WEST,459.28,4,0.0
2276,2022-04-28,C1793,P273,south,190.68,5,0.1
2277,2022-06-26,C1682,P272,West,985.67,5,0.05
2278,2024-01-21,C1534,P428,Wst,648.2,5,0.05
2279,2024-05-12,C1371,P334,EAST,801.27,2,0.0
2280,2024-01-15,C1411,P226,South,628.87,1,0.0
2281,2023-01-23,C1113,P333,NORTH,588.45,1,0.2
2282,2023-10-21,C1667,P469,NORTH,250.16,2,0.2
2283,2024-02-23,C1503,P428,NORTH,456.45,2,0.0
2284,2022-07-29,C1463,P248,north,788.84,3,0.05
2285,2023-10-05,C1585,P367,south,437.69,4,0.2
2286,2023-11-17,C1622,P252,west,871.35,2,0.0
2287,2022-08-22,C1965,P467,south,97.52,1,0.0
2288,2022-07-15,C1401,P449,North,649.15,4,0.05
2289,2023-12-31,C1909,P378,SOUTH,996.78,4,0.2
2290,2023-04-02,C1341,P414,SOUTH,178.11,4,0.1
2291,2024-04-19,C1656,P286,WEST,408.32,2,0.2
2292,2023-10-23,C1433,P259,East,762.95,3,0.1
2293,2024-05-15,C1458,P419,EAST,831.14,5,0.0
2294,,C2042,P441,north,383.46,2,0.15
2295,2023-02-23,C1209,P437,north,-691.15,2,0.1
2296,2023-02-16,C1015,P430,Wst,591.48,1,0.15
2297,2023-11-10,C1269,P358,Wst,432.83,4,0.15
2298,2022-06-07,C1873,P348,EAST,505.12,3,0.05
2299,2023-04-27,C1531,P289,WEST,198.79,3,0.2
2300,2024-02-06,C2062,P216,SOUTH,800.45,4,0.15
2301,2022-04-27,,P311,East,847.93,5,0.0
2302,2022-05-04,C1225,P307,East,129.2,4,0.0
2303,2024-06-16,C2029,P421,south,150.82,4,0.05
2304,2024-02-05,C1319,P423,Wst,529.2,2,0.2
2305,2024-04-01,C1982,P436,SOUTH,714.34,5,0.0
2306,2024-03-06,C1646,P401,North,396.96,2,0.0
2307,2022-06-28,,P431,SOUTH,99999.0,4,0.2
2308,2023-07-23,C2058,P346,East,163.99,1,0.0
2309,2022-02-12,C1517,P313,south,99999.0,4,0.15
2310,2023-03-31,C1229,P250,NORTH,786.31,4,0.0
2311,2022-11-19,C1427,P455,north,-144.33,3,0.05
2312,2022-04-27,C1162,P280,WEST,72.91,1,0.2
2313,2023-08-13,C1556,P374,East,990.67,3,0.15
2314,2024-06-18,C1134,P216,North,-513.63,2,0.05
2315,2024-06-19,C1060,P215,WEST,184.36,5,1.5
2316,2022-08-02,C1705,P242,South,574.84,5,0.2
2317,2022-08-24,C2138,P279,west,638.29,5,0.1
2318,2022-09-18,,P273,north,647.38,5,0.15
2319,2023-12-18,C2138,P207,NORTH,714.48,3,0.1
2320,2024-04-17,C2055,P247,NORTH,710.45,5,0.1
2321,2024-03-08,C1467,P360,Wst,162.46,2,0.05
2322,2022-01-26,C1372,P399,East,426.52,5,0.2
2323,2022-07-17,C1824,P402,WEST,371.38,2,0.0
2324,2022-03-13,C1395,P422,south,534.18,3,0.15
2325,2024-03-29,,P472,east,66.91,1,0.05
2326,2022-04-19,C2023,P379,north,639.66,5,0.0
2327,2023-11-11,C1631,P408,Wst,230.77,1,0.05
2328,2023-01-24,C1980,P385,East,99999.0,1,0.0
2329,2023-05-01,C1383,P463,east,752.02,1,0.0
2330,2024-06-13,C1606,P264,East,933.41,4,0.05
2331,2023-08-29,C2155,P202,South,146.96,2,0.2
2332,2024-06-11,C1710,P281,East,857.19,3,0.05
2333,2035-01-01,C1406,P216,South,532.56,3,0.05
2334,2022-12-26,C1666,P499,EAST,495.97,5,0.0
2335,2022-10-28,C1271,P473,NORTH,955.07,1,0.05
2336,2022-11-02,C1728,P468,Wst,773.53,5,0.2
2337,2022-11-15,C1438,P209,WEST,73.43,1,0.1
2338,2023-07-05,C1931,P447,Wst,983.11,1,0.0
2339,2022-01-01,C1156,P465,SOUTH,796.19,2,0.05
2340,2022-02-25,C2186,P438,WEST,586.2,5,0.15
2341,2024-04-14,C2071,P494,south,754.02,5,0.0
2342,2024-05-08,C1407,P443,East,116.15,2,0.05
2343,2023-01-28,C1576,P379,WEST,692.67,5,0.15
2344,2024-01-23,C1490,P398,South,255.14,3,0.0
2345,2023-12-04,C2078,P341,East,531.05,5,0.15
2346,2022-12-15,,P360,WEST,522.87,3,0.05
2347,2023-01-14,C2183,P243,West,940.35,4,0.15
2348,2024-05-13,C1603,P271,north,946.43,4,0.2
2349,,C1516,P324,west,782.94,1,0.1
2350,2024-01-11,C2099,P451,WEST,894.52,5,0.2
2351,2035-01-01,C1431,P398,South,810.52,4,0.0
2352,2023-01-18,C1049,P477,WEST,121.01,3,0.2
2353,2022-10-13,,P243,NORTH,796.7,2,0.2
2354,2024-02-29,C1902,P369,south,181.03,2,0.1
2355,2023-11-21,C1456,P406,South,119.75,3,0.15
2356,2022-12-16,C1604,P344,West,754.19,5,0.2
2357,2023-10-30,C1387,P296,north,586.4,3,0.15
2358,2024-05-08,C1599,P391,south,842.62,5,0.15
2359,2024-03-29,C2181,P322,EAST,99999.0,3,0.05
2360,2023-04-29,C2002,P433,Wst,51.68,2,0.1
2361,2022-08-17,C1988,P218,SOUTH,75.13,4,0.1
2362,2022-03-14,C1027,P239,north,507.2,2,0.15
2363,2023-07-11,C1877,P305,east,369.23,3,0.05
2364,2022-07-22,C1751,P459,SOUTH,305.95,1,0.15
2365,2022-04-18,C1437,P339,EAST,169.57,5,0.0
2366,2024-03-08,C1214,P228,North,421.16,4,0.2
2367,2024-04-27,C1521,P339,SOUTH,555.9,5,0.05
2368,2023-03-18,C1507,P237,South,791.91,2,0.15
2369,2023-04-02,C1274,P385,South,333.11,3,0.05
2370,2023-03-27,C1360,P317,EAST,673.63,5,0.0
2371,2024-05-30,C1113,P211,SOUTH,66.59,5,0.05
2372,2024-03-17,,P407,north,551.53,3,0.1
2373,2023-06-29,C1249,P317,Wst,650.7,5,0.0
2374,2022-03-31,C2068,P429,WEST,712.64,3,0.2
2375,2023-06-08,C1571,P366,North,142.32,5,0.05
2376,2023-01-15,C1317,P350,South,608.35,2,0.05
2377,2022-01-04,C1214,P485,SOUTH,-635.92,1,0.1
2378,2023-07-02,C1184,P285,west,809.06,2,0.2
2379,2022-10-15,C1949,P320,Wst,539.74,3,0.2
2380,2023-09-25,C1549,P218,north,212.0,1,0.0
2381,2022-02-09,C1477,P365,NORTH,815.24,2,0.05
2382,2023-01-05,C1765,P283,Wst,516.45,4,0.15
2383,2035-01-01,C1547,P238,west,67.48,2,0.15
2384,2022-02-15,C1777,P493,SOUTH,541.64,3,0.1
2385,2022-06-24,C2066,P288,NORTH,773.46,2,0.1
2386,2023-10-14,C1040,P336,NORTH,231.72,4,0.15
2387,2023-03-27,,P439,NORTH,761.19,2,0.2
2388,2024-01-16,,P351,Wst,829.47,3,0.15
2389,2022-10-05,C1597,P358,West,623.92,2,0.1
2390,2022-07-29,C2088,P448,north,401.38,4,0.1
2391,2023-02-25,C1059,P439,west,514.14,1,0.05
2392,2023-08-05,C2048,P482,South,781.76,1,0.0
2393,2023-03-24,C1825,P325,NORTH,301.65,5,0.05
2394,2022-07-31,C2073,P486,WEST,318.43,1,0.05
2395,2022-05-22,C1082,P277,EAST,305.71,2,0.2
2396,2023-09-15,C1729,P400,South,254.57,5,0.0
2397,2022-07-13,C1342,P333,north,911.02,1,0.15
2398,2022-07-31,C2134,P258,west,324.84,1,0.1
2399,2023-07-15,C1052,P455,South,427.69,5,0.15
2400,2022-08-10,C1001,P456,north,270.58,1,0.2
2401,2024-05-20,C1204,P411,East,330.02,2,0.15
2402,2023-01-02,C1642,P485,NORTH,424.17,5,0.05
2403,2023-10-23,C1086,P271,North,962.7,4,0.2
2404,,C1723,P303,West,142.65,3,0.2
2405,2022-07-10,C1907,P326,Wst,606.5,2,0.2
2406,2024-03-03,C1729,P205,SOUTH,737.03,1,0.15
2407,2022-07-14,C2036,P291,North,964.44,4,0.1
2408,2024-04-21,C1541,P404,North,106.36,4,0.05
2409,2022-06-30,C2041,P381,South,683.16,4,0.0
2410,2022-10-24,C1245,P234,West,704.69,5,0.0
2411,2022-02-10,C2059,P483,north,259.13,3,0.05
2412,2022-07-19,C2033,P464,north,93.26,2,0.15
2413,2023-11-26,C1816,P467,West,722.63,3,0.05
2414,2023-11-24,C1982,P472,north,415.57,2,0.15
2415,2023-04-18,,P495,North,109.31,5,0.05
2416,2022-08-10,C1825,P376,South,201.46,3,0.05
2417,2022-09-04,C1572,P424,WEST,83.61,2,0.2
2418,2023-07-11,C2165,P348,East,631.7,3,0.1
2419,2022-04-19,C1259,P477,SOUTH,820.78,1,0.15
2420,2022-03-14,C1373,P242,SOUTH,979.91,2,0.15
2421,2023-08-07,C1456,P219,NORTH,351.27,4,0.1
2422,2023-05-20,C1913,P492,SOUTH,942.22,2,0.1
2423,2023-01-30,C1358,P257,EAST,773.26,4,0.05
2424,2022-07-28,C1631,P304,SOUTH,578.47,4,0.1
2425,2023-07-08,C2021,P494,EAST,603.38,5,0.15
2426,2023-11-28,C1744,P200,west,476.55,1,0.0
2427,2022-01-09,C1175,P233,Wst,167.01,4,0.15
2428,2023-06-03,C1708,P439,NORTH,966.69,3,0.15
2429,2022-02-02,C1707,P427,NORTH,904.42,2,0.0
2430,2024-05-11,C2042,P273,NORTH,502.49,2,0.05
2431,2022-07-09,C1318,P382,West,553.04,4,0.2
2432,2023-01-15,C1467,P270,North,317.67,5,0.15
2433,2022-10-10,C2016,P495,EAST,411.51,1,0.05
2434,2023-01-23,C1362,P391,north,759.51,1,0.0
2435,2023-01-27,C1537,P473,EAST,958.49,1,0.15
2436,2024-02-29,C1951,P484,east,166.91,5,0.2
2437,2024-05-24,C1144,P486,Wst,464.26,4,0.0
2438,2024-04-03,C1372,P476,EAST,830.25,2,0.15
2439,2023-11-02,C1291,P354,South,931.67,2,0.2
2440,2022-03-01,C1672,P451,EAST,96.21,3,0.1
2441,2023-11-13,C2143,P278,EAST,455.99,2,0.2
2442,2022-10-26,C1810,P410,South,396.23,2,0.2
2443,2024-04-24,C1961,P451,north,929.75,2,0.0
2444,2023-11-01,C2189,P393,SOUTH,953.98,1,0.05
2445,2023-01-18,C2183,P393,west,663.3,1,0.2
2446,2023-07-12,C2049,P250,South,958.27,5,0.0
2447,2023-02-11,C1556,P406,WEST,305.99,1,0.0
2448,2023-01-14,C1158,P229,South,624.0,2,0.0
2449,2022-10-19,C1227,P326,NORTH,922.2,5,0.0
2450,2024-01-18,C1637,P437,SOUTH,163.46,1,0.2
2451,2023-08-04,C1340,P254,west,123.92,3,0.2
2452,2022-08-24,C1446,P256,NORTH,918.63,2,0.05
2453,2023-02-19,C1920,P201,North,477.89,2,0.15
2454,2022-08-05,C2040,P257,North,64.58,4,0.2
2455,2024-04-05,C1577,P240,SOUTH,265.95,1,0.1
2456,2023-11-24,C1123,P326,east,623.65,4,0.1
2457,2022-06-10,C1527,P304,north,200.79,5,0.05
2458,2022-08-03,C2169,P294,Wst,463.53,4,0.1
2459,2023-02-27,C1018,P248,east,618.08,2,0.1
2460,2024-05-23,C2047,P497,EAST,458.47,2,0.2
2461,2022-08-14,C1259,P490,Wst,891.96,4,0.2
2462,2023-02-10,C1564,P435,Wst,223.09,4,0.0
2463,2023-04-14,C1508,P458,east,202.81,4,0.05
2464,2022-12-21,C1105,P468,south,209.04,5,0.05
2465,2023-12-18,C1810,P264,east,217.97,4,0.2
2466,2023-11-30,C2158,P469,north,700.14,5,0.15
2467,2024-02-16,C2071,P234,NORTH,357.04,1,0.2
2468,2023-08-11,C1513,P493,South,396.66,1,0.15
2469,2022-10-14,C1414,P332,Wst,276.46,5,0.0
2470,2024-02-14,C1993,P422,East,470.43,1,0.15
2471,2023-08-12,C1969,P420,WEST,164.55,1,0.05
2472,2023-07-10,C2143,P337,NORTH,399.11,5,0.05
2473,2022-07-05,C1161,P486,east,137.29,4,0.0
2474,2024-06-15,C1198,P399,West,519.5,2,0.05
2475,2022-08-07,C2169,P374,EAST,299.83,2,0.1
2476,2023-01-19,C1530,P227,EAST,406.1,1,0.15
2477,2023-03-13,C2130,P360,West,842.84,5,0.05
2478,2022-05-02,C1095,P281,North,732.43,4,0.0
2479,2022-05-02,C1386,P495,Wst,516.14,3,0.0
2480,2023-12-18,C1978,P254,East,617.39,4,0.2
2481,2022-01-06,C1419,P329,WEST,992.53,3,0.05
2482,2023-12-04,C1188,P278,north,668.74,3,0.0
2483,2023-12-23,C1209,P428,south,419.23,2,0.1
2484,2022-10-21,C2112,P254,north,114.45,2,0.2
2485,2022-10-31,C1867,P205,NORTH,150.63,2,0.0
2486,2023-02-12,C1339,P489,North,759.47,3,0.05
2487,2024-01-15,C1038,P398,WEST,-426.79,5,0.1
2488,2022-08-17,C1423,P255,EAST,160.0,1,0.2
2489,2022-03-05,C1009,P249,WEST,322.68,3,0.05
2490,2023-05-20,C1898,P382,SOUTH,466.84,5,0.15
2491,2023-10-27,C1886,P435,east,950.05,3,0.2
2492,2023-06-16,C1746,P202,west,941.36,1,0.15
2493,2024-01-20,C1244,P337,east,132.06,4,0.15
2494,2023-04-23,C1127,P309,NORTH,569.04,2,0.1
2495,,C1524,P390,NORTH,444.76,5,0.1
2496,2024-01-03,C2024,P200,NORTH,623.48,5,0.0
2497,2024-05-03,C1900,P423,west,99999.0,5,0.1
2498,2023-05-02,C1200,P443,north,965.33,2,0.15
2499,2022-08-12,,P296,East,635.45,2,0.2
2500,2022-03-28,C1932,P445,south,993.38,1,0.15
2501,2023-09-18,C1548,P429,north,573.18,2,0.2
2502,2023-02-27,C1788,P339,SOUTH,802.73,5,0.15
2503,2023-11-09,C2003,P456,West,936.43,2,0.2
2504,2022-08-16,C1558,P439,south,590.01,3,0.2
2505,2022-07-20,C1024,P432,WEST,635.46,3,0.05
2506,2023-12-17,C1206,P355,North,836.83,1,0.2
2507,2024-02-03,C1990,P450,SOUTH,397.96,1,0.0
2508,2022-09-10,C1240,P263,East,628.61,4,0.05
2509,2024-02-23,C1801,P444,north,73.24,3,0.1
2510,2024-05-18,C2121,P264,North,745.6,4,1.5
2511,2023-01-02,C2049,P281,south,99999.0,5,0.2
2512,2022-10-22,C1510,P221,NORTH,179.85,3,0.05
2513,2023-02-11,C1316,P266,SOUTH,436.56,3,0.1
2514,2023-07-06,C1881,P258,East,86.17,1,0.15
2515,2023-12-20,C1991,P210,East,447.26,4,0.0
2516,2024-05-23,C1136,P253,south,981.36,2,0.05
2517,2022-05-24,C1729,P371,SOUTH,391.92,5,0.05
2518,2023-05-30,C2022,P285,North,902.82,5,0.1
2519,2023-09-06,C1129,P347,south,561.8,5,0.1
2520,2023-02-26,C1736,P264,south,395.9,4,0.1
2521,,C1132,P356,NORTH,89.29,3,0.2
2522,2023-12-15,C1635,P461,WEST,84.79,2,0.0
2523,2022-04-22,C2057,P360,west,126.69,3,0.1
2524,2023-09-13,C1858,P344,East,696.13,1,0.1
2525,2022-08-25,,P222,South,228.09,2,0.15
2526,2023-03-27,C1248,P432,South,668.89,1,0.0
2527,2022-11-17,C1118,P300,East,623.45,5,0.15
2528,2023-10-09,C1428,P425,WEST,882.47,1,0.05
2529,2024-05-20,C2036,P260,East,920.94,4,0.05
2530,2022-02-17,C1902,P360,East,83.4,3,0.2
2531,2023-04-03,C1577,P358,NORTH,872.97,1,0.15
2532,2023-06-05,C1477,P243,North,503.58,1,0.2
2533,2023-11-15,C1827,P305,North,416.75,1,0.15
2534,,C1515,P391,north,398.25,4,0.2
2535,2023-05-18,C1488,P338,west,228.49,3,0.2
2536,2023-11-26,C1495,P217,south,990.76,4,0.1
2537,2022-10-30,C1899,P210,west,618.84,1,0.1
2538,2022-12-19,C1814,P366,north,305.49,4,0.0
2539,2022-02-02,C1871,P252,North,977.63,3,0.1
2540,2023-09-26,,P483,west,335.79,2,0.1
2541,2022-12-29,C1479,P267,North,977.82,5,0.0
2542,2022-06-22,C1684,P211,north,390.14,2,0.2
2543,2023-01-12,C1336,P220,west,81.74,4,0.15
2544,2022-07-24,C1616,P266,SOUTH,425.61,5,0.15
2545,2023-05-31,C1275,P280,NORTH,769.46,1,0.2
2546,,C1702,P239,West,857.86,3,0.1
2547,2024-01-08,C1497,P494,NORTH,902.55,1,0.15
2548,2024-05-13,C2034,P476,south,58.43,4,0.2
2549,2023-07-08,C1064,P274,EAST,763.38,4,0.15
2550,2022-11-17,C2015,P259,East,488.07,4,0.1
2551,2023-05-21,C2173,P235,West,643.34,3,0.2
2552,2024-04-28,C1558,P400,south,655.35,4,0.05
2553,2022-05-28,C2108,P413,Wst,690.62,5,1.5
2554,2023-11-25,C1930,P373,South,99999.0,4,0.15
2555,2022-07-30,C1687,P453,south,152.87,1,0.2
2556,2035-01-01,C1309,P270,NORTH,926.23,3,0.2
2557,2024-04-27,C1261,P363,east,239.66,5,0.2
2558,2022-05-01,C1820,P367,Wst,572.61,4,0.05
2559,2024-03-14,C1359,P239,WEST,895.75,3,0.1
2560,2022-07-21,C1445,P449,south,887.67,1,0.05
2561,2024-05-22,,P388,north,662.78,2,0.05
2562,2035-01-01,C1237,P459,west,442.06,2,0.0
2563,2023-06-28,C1119,P481,East,117.42,1,0.05
2564,2022-09-25,C2061,P451,east,234.6,4,0.0
2565,,C1738,P332,east,626.35,4,0.2
2566,2022-03-30,C1813,P321,NORTH,850.78,2,0.2
2567,2023-07-15,C2074,P320,EAST,337.39,2,0.2
2568,2022-10-22,C1332,P241,WEST,518.25,4,0.05
2569,2022-09-25,C1030,P407,North,646.79,5,0.15
2570,2022-06-12,C2118,P396,Wst,639.74,3,0.15
2571,2022-07-23,C1962,P254,west,93.16,3,0.2
2572,2024-06-01,C1996,P478,EAST,694.7,4,0.0
2573,2022-06-07,C1798,P321,East,716.82,3,0.1
2574,2023-12-09,,P434,West,89.4,1,0.2
2575,2022-12-21,C1019,P211,east,274.61,5,0.0
2576,2022-01-25,C1785,P407,WEST,99999.0,5,0.1
2577,2023-11-21,C1787,P282,west,280.96,1,0.2
2578,2023-09-10,C1820,P423,SOUTH,927.19,3,0.0
2579,2022-11-30,C1038,P292,North,480.26,2,0.2
2580,2022-08-10,C1085,P234,north,647.03,5,0.2
2581,2022-05-26,,P209,East,292.06,1,0.0
2582,2022-06-06,C1012,P390,south,172.97,1,0.15
2583,2022-12-02,C1116,P456,WEST,939.62,5,0.2
2584,2022-08-02,,P303,South,624.51,4,0.15
2585,2023-07-22,C1000,P236,EAST,960.26,1,0.0
2586,2022-12-18,C2051,P275,WEST,183.56,2,0.2
2587,2023-10-09,C2063,P237,south,123.72,2,0.2
2588,2023-05-17,C1236,P283,East,769.73,3,0.0
2589,2022-05-07,C1182,P339,NORTH,815.36,2,0.0
2590,2022-05-31,C2155,P337,EAST,373.41,4,0.2
2591,2022-10-27,C2010,P229,EAST,646.18,2,0.15
2592,2024-03-25,C1425,P251,west,189.07,2,0.2
2593,2022-05-28,C1068,P478,south,575.96,3,0.0
2594,2022-04-18,C1080,P275,Wst,343.16,5,0.0
2595,2022-01-12,C2072,P306,Wst,963.05,3,0.15
